,vintage,dependents,branch_code,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,customer_id,gender,occupation,customer_nw_category,age,city,churn
272,4808.0,1.0,52.0,151.0,9178.6,9189.64,9197.47,9091.53,0.5,0.5,11.54,11.67,9186.21,9196.49,294.0,Male,salaried,2.0,60.0,1232.0,0
273,4490.0,0.0,39.0,27.0,1216.68,857.4,4522.04,8385.71,114.53,0.24,0.24,11666.67,1018.68,1246.89,295.0,Male,salaried,3.0,49.0,1232.0,1
277,463.0,0.0,550.0,53.0,31851.55,43308.69,24487.59,537.34,0.26,43214.54,11428.83,357.4,37963.37,35016.52,300.0,Female,self_employed,3.0,33.0,551.0,0
278,2732.0,0.0,554.0,85.0,12600.99,4295.2,4799.81,13497.59,0.47,0.47,1595.63,2270.74,3805.96,3848.3,301.0,Male,salaried,2.0,36.0,649.0,0
280,4021.0,1.0,413.0,117.0,5342.3,6085.16,6573.78,5786.49,0.1,0.1,700.1,1428.67,5857.82,6501.66,303.0,Male,self_employed,3.0,44.0,664.0,0
281,202.0,0.0,1272.0,90.0,1490.51,2726.94,3079.11,4933.8,0.03,0.03,1236.46,1142.89,1757.77,3473.49,304.0,Female,self_employed,3.0,54.0,1034.0,0
284,1941.0,3.0,1223.0,7.0,20638.15,12304.49,13979.01,10748.44,8.03,0.1,245.8,130.01,18797.3,12362.87,307.0,Male,self_employed,2.0,47.0,409.0,0
285,1167.0,0.0,372.0,48.0,2393.6,2479.32,2165.37,1267.19,0.6,100.6,172.03,0.6,2417.25,2443.83,308.0,Male,self_employed,3.0,60.0,294.0,0
287,1368.0,0.0,1027.0,25.0,2047.77,1612.13,4301.39,5436.26,316.29,1214.86,66.36,5714.86,1996.37,4680.7,310.0,Female,self_employed,1.0,53.0,1020.0,1
290,5255.0,0.0,106.0,29.0,4151.56,4151.56,3683.24,3406.56,0.01,834.06,0.01,142.87,4151.56,3580.64,313.0,Male,retired,2.0,75.0,834.0,0
293,1256.0,0.0,3.0,88.0,5834.67,5870.38,5745.66,299.47,0.57,0.57,36.29,0.57,5855.6,5870.38,316.0,Male,salaried,2.0,24.0,575.0,0
294,5879.0,0.0,946.0,97.0,17736.13,17736.13,18218.47,19805.85,0.3,0.3,0.3,0.3,17736.13,17736.13,318.0,Male,self_employed,2.0,66.0,1568.0,0
296,5675.0,0.0,68.0,31.0,2653.6,2645.49,2658.08,2643.43,0.57,0.57,0.57,0.57,2648.69,2644.88,320.0,Male,salaried,3.0,52.0,221.0,0
297,672.0,0.0,2901.0,299.0,5860.13,5860.13,5853.52,5757.95,0.6,0.6,0.6,0.6,5860.13,5860.13,321.0,Female,self_employed,3.0,40.0,156.0,0
298,545.0,0.0,826.0,307.0,6138.46,6491.04,6305.66,4474.17,0.43,0.43,353.01,0.43,6211.4,6491.04,322.0,Male,salaried,2.0,34.0,102.0,0
299,2929.0,0.0,12.0,79.0,233.48,2077.59,1848.09,1959.74,0.19,0.19,1844.29,447.58,1250.92,2195.91,323.0,Female,salaried,2.0,35.0,1020.0,0
301,326.0,3.0,519.0,20.0,588.02,449.99,2333.16,3562.33,2998.93,0.56,2860.89,2857.7,746.98,2293.3,325.0,Female,self_employed,3.0,61.0,1496.0,1
302,2903.0,0.0,672.0,108.0,6885.54,7325.23,7515.04,6775.89,0.27,0.27,285.99,857.41,7027.9,7730.53,326.0,Female,self_employed,2.0,48.0,594.0,0
304,3535.0,0.0,578.0,152.0,10359.91,10171.43,10221.42,9699.08,0.03,0.03,185.74,42.89,10439.84,10233.64,328.0,Male,retired,3.0,73.0,1096.0,0
308,2062.0,0.0,445.0,68.0,12494.86,15722.74,15019.22,10147.18,0.57,0.57,3352.99,52.99,14258.24,15727.14,332.0,Male,self_employed,2.0,42.0,1551.0,0
309,3349.0,0.0,249.0,292.0,3821.35,3821.35,3821.35,3798.22,0.13,0.13,0.13,0.13,3821.35,3821.35,333.0,Female,self_employed,2.0,52.0,1096.0,0
311,1210.0,0.0,1335.0,31.0,4135.04,4135.04,4135.04,4108.84,0.23,0.23,0.23,0.23,4135.04,4135.04,335.0,Female,self_employed,2.0,36.0,238.0,0
312,6197.0,0.0,5.0,5.0,1642.26,3169.34,3246.75,2817.56,1052.13,0.39,2857.53,15000.39,673.35,3652.88,336.0,Male,salaried,1.0,60.0,1020.0,0
313,2193.0,0.0,166.0,167.0,17795.8,3244.45,3737.63,3974.73,0.67,0.67,1929.24,53536.44,4333.29,3648.73,337.0,Male,self_employed,2.0,70.0,334.0,0
314,2698.0,3.0,86.0,9.0,8382.26,1887.9,6728.14,7408.27,5540.61,15624.85,531.97,19283.89,7676.61,5076.61,338.0,Male,salaried,1.0,47.0,1020.0,0
316,1544.0,0.0,2644.0,186.0,4390.99,4390.99,4390.99,4369.11,0.09,0.09,0.09,0.09,4390.99,4390.99,340.0,Female,salaried,3.0,50.0,1585.0,0
317,4309.0,0.0,119.0,27.0,1784.91,3563.02,19841.89,34490.73,371.9,107.11,2150.01,0.47,2776.89,27165.16,342.0,Female,self_employed,1.0,65.0,1570.0,1
319,1444.0,0.0,1394.0,53.0,1226.72,1367.43,3313.02,4018.8,0.07,7422.57,142.93,8928.64,1240.88,5689.64,344.0,Female,self_employed,2.0,61.0,575.0,1
320,3209.0,0.0,530.0,42.0,1681.07,1852.5,1600.07,2360.36,0.49,143.34,0.49,128.59,1745.11,533.42,345.0,Female,self_employed,2.0,53.0,1096.0,0
323,1147.0,0.0,432.0,11.0,23290.3,35744.44,18836.4,17272.42,20176.57,52186.93,40000.37,64286.09,18059.14,26055.36,348.0,Male,self_employed,2.0,54.0,203.0,0
324,3388.0,0.0,135.0,73.0,689.86,747.65,2446.59,12430.97,0.69,0.69,0.69,7857.83,719.84,1351.73,349.0,Male,student,1.0,21.0,1085.0,0
326,306.0,0.0,2527.0,160.0,1741.68,2529.86,2448.21,2909.38,0.11,0.11,788.3,0.11,2284.92,2529.86,351.0,Male,salaried,3.0,39.0,156.0,0
327,1251.0,0.0,157.0,28.0,10716.44,9787.87,9075.89,6146.12,714.36,928.64,0.07,0.07,10716.44,8866.21,352.0,Female,retired,2.0,67.0,146.0,0
331,1881.0,0.0,2158.0,68.0,1257.16,4067.44,4165.99,2568.53,0.57,0.57,2796.57,0.57,2029.45,4068.37,356.0,Female,self_employed,3.0,60.0,104.0,1
332,516.0,0.0,2644.0,163.0,2360.45,2266.57,1880.09,2011.7,0.6,0.6,682.16,243.46,2207.28,1647.89,357.0,Male,self_employed,3.0,26.0,1585.0,0
334,2872.0,0.0,2204.0,11.0,11624.4,11095.83,11074.97,11328.97,671.47,214.33,142.9,285.76,11325.88,10932.23,359.0,Male,self_employed,2.0,57.0,409.0,0
335,1921.0,0.0,780.0,3.0,5968.77,9627.31,4343.18,1663.77,3290.3,8008.71,6951.01,1005.61,5555.56,5860.12,360.0,Male,self_employed,2.0,37.0,834.0,1
336,2839.0,0.0,918.0,3.0,380.81,9083.87,5638.7,2904.89,1857.84,0.7,12572.13,714.99,2896.03,7576.47,361.0,Male,self_employed,3.0,51.0,844.0,0
337,703.0,2.0,468.0,81.0,1366.21,1921.91,1902.15,891.98,0.36,0.36,0.36,0.36,1634.48,2172.88,362.0,Male,self_employed,2.0,44.0,1598.0,0
340,1907.0,0.0,1875.0,212.0,1886.36,2248.05,2231.52,2429.14,0.14,0.14,314.43,0.14,2069.28,2268.85,365.0,Female,self_employed,3.0,40.0,334.0,1
341,2402.0,0.0,812.0,31.0,4349.95,4349.95,4349.95,4354.22,0.41,0.41,0.41,0.41,4349.95,4349.95,366.0,Female,self_employed,2.0,39.0,996.0,0
342,4994.0,2.0,163.0,0.0,3317.67,11979.12,4977.09,1842.79,14607.06,34285.77,8343.7,1597.57,6956.01,6479.5,367.0,Male,salaried,1.0,33.0,1020.0,0
343,2518.0,0.0,1431.0,52.0,3576.66,3582.26,2170.11,133.07,0.53,3539.24,6.13,357.67,3578.71,2710.27,368.0,Female,student,3.0,22.0,1351.0,0
345,2587.0,0.0,206.0,21.0,1369.66,1533.18,2806.7,5066.79,1285.74,0.03,1307.07,1700.16,1697.87,2863.32,370.0,Female,self_employed,2.0,65.0,334.0,0
347,1054.0,0.0,1427.0,298.0,2980.05,2980.05,2980.05,2962.16,0.47,0.47,0.47,0.47,2980.05,2980.05,373.0,Female,self_employed,3.0,80.0,66.0,0
348,485.0,2.0,500.0,0.0,6191.44,2433.18,3839.11,3779.61,5748.82,187.04,3495.8,5235.43,5949.64,2967.51,374.0,Male,self_employed,2.0,62.0,334.0,1
351,1959.0,0.0,1070.0,31.0,5427.68,5427.68,7299.54,8225.89,0.31,0.31,0.31,0.31,5427.68,8189.55,377.0,Male,student,2.0,26.0,1096.0,0
353,3017.0,0.0,1357.0,24.0,4250.35,770.71,1447.88,766.02,494.63,494.63,575.82,2132.05,1693.28,837.44,379.0,Female,self_employed,2.0,65.0,1020.0,0
354,2459.0,0.0,7.0,103.0,10931.0,10931.0,10965.23,7701.78,0.34,0.34,0.34,171.77,10931.0,10965.63,380.0,Female,self_employed,1.0,35.0,1232.0,1
355,2613.0,0.0,1111.0,0.0,7491.74,6563.17,6357.01,8824.42,929.0,597.94,0.43,0.43,6927.7,6177.67,381.0,Male,self_employed,2.0,52.0,1026.0,0
356,1014.0,0.0,2953.0,75.0,2415.04,2429.32,2435.24,1681.81,0.46,0.46,0.46,4.89,2418.49,2435.98,382.0,Female,self_employed,2.0,47.0,1037.0,0
358,674.0,0.0,1895.0,125.0,12140.41,12140.41,12601.24,10153.9,0.19,0.19,0.19,0.19,12140.41,12140.41,385.0,Male,retired,2.0,64.0,496.0,0
362,791.0,0.0,760.0,5.0,2926.73,6762.43,6213.81,6212.53,285.81,714.39,5550.09,0.1,5706.43,6821.26,389.0,Male,self_employed,3.0,24.0,538.0,0
365,189.0,0.0,1364.0,4.0,2175.61,1961.33,1786.91,1144.88,214.81,214.81,0.53,0.53,1993.84,1769.16,392.0,Female,student,2.0,22.0,334.0,0
368,6215.0,0.0,8.0,60.0,68219.95,68172.42,63529.39,53681.75,0.61,0.61,500.61,0.61,68209.33,68172.42,395.0,Female,self_employed,2.0,84.0,834.0,0
370,2169.0,0.0,3192.0,165.0,1660.27,1660.27,1822.8,3236.69,0.3,0.3,0.3,256.5,1660.27,1891.68,397.0,Female,self_employed,2.0,70.0,834.0,0
372,1925.0,0.0,1821.0,31.0,1710.67,1710.67,1710.67,1699.83,0.19,0.19,0.19,0.19,1710.67,1710.67,399.0,Female,self_employed,2.0,61.0,372.0,0
374,1496.0,1.0,706.0,3.0,2091.15,1555.26,1446.68,897.49,700.09,1714.37,383.26,356.67,1679.62,812.45,402.0,Male,salaried,3.0,39.0,653.0,0
378,2091.0,0.0,438.0,138.0,2440.37,2440.37,2440.37,2985.15,0.5,0.5,0.5,0.5,2440.37,2440.37,406.0,Female,student,2.0,23.0,1096.0,0
380,5201.0,0.0,118.0,20.0,26291.66,19822.35,41131.58,40938.46,35714.69,0.4,29245.37,35719.96,31092.01,44387.27,409.0,Male,self_employed,2.0,43.0,2.0,1
381,347.0,0.0,835.0,6.0,1642.87,2333.71,2555.29,6119.45,1.21,1.21,691.12,71.04,2091.41,2560.9,410.0,Female,self_employed,2.0,27.0,1020.0,0
382,4017.0,0.0,47.0,292.0,37032.89,37854.67,39224.36,44589.66,0.23,0.23,822.01,1343.71,37213.98,38718.7,411.0,Male,self_employed,3.0,30.0,1439.0,0
384,3542.0,0.0,377.0,76.0,253.98,2287.78,1986.4,1115.23,0.46,0.46,0.46,0.46,765.61,2893.82,413.0,Female,self_employed,3.0,54.0,334.0,0
386,783.0,0.0,1844.0,56.0,3674.8,3753.48,3842.96,1684.27,0.23,0.64,88.93,245.3,3718.13,4276.02,415.0,Male,salaried,2.0,22.0,649.0,0
389,4209.0,0.0,234.0,23.0,2159.16,3034.77,2517.64,1522.83,1678.36,849.16,2496.83,57.69,2742.83,2235.72,418.0,Female,salaried,3.0,61.0,479.0,0
390,1951.0,0.0,452.0,7.0,82.99,2176.5,1740.24,95.83,4532.76,1919.5,6628.86,428.86,1952.23,1924.56,419.0,Female,self_employed,3.0,71.0,834.0,1
397,4569.0,0.0,343.0,72.0,4005.96,3752.53,3174.02,3109.33,0.31,0.31,428.89,571.74,3532.21,3118.47,426.0,Male,salaried,3.0,43.0,996.0,0
398,4477.0,0.0,211.0,0.0,4482.78,4560.05,4261.33,4072.84,235.4,349.17,341.24,89.59,4326.46,4342.92,427.0,Male,salaried,2.0,35.0,1593.0,0
399,301.0,0.0,1302.0,7.0,11152.16,901.26,2176.71,1039.23,26243.76,0.19,21492.45,6900.24,4767.44,1118.44,429.0,Male,self_employed,3.0,31.0,1537.0,0
400,2867.0,3.0,433.0,31.0,3297.9,3308.2,3257.55,3183.86,0.1,0.1,0.1,0.1,3302.87,3289.68,430.0,Male,self_employed,3.0,36.0,409.0,0
401,5831.0,1.0,29.0,30.0,6695.64,7353.42,5330.7,6857.1,0.57,163.71,4973.73,2846.27,6585.14,5582.14,431.0,Male,salaried,3.0,48.0,525.0,0
404,439.0,0.0,2778.0,18.0,1802.77,1745.62,1763.31,1299.75,200.3,200.3,0.3,0.3,1870.75,1806.45,434.0,Male,self_employed,3.0,29.0,146.0,0
405,4421.0,0.0,273.0,31.0,5471.59,5471.59,5471.59,5436.93,0.51,0.51,0.51,0.51,5471.59,5471.59,435.0,Male,retired,3.0,71.0,1096.0,0
415,1285.0,0.0,1087.0,47.0,2140.74,2426.45,1755.36,960.27,0.34,1143.2,286.06,0.34,2160.44,1984.06,445.0,Male,self_employed,3.0,51.0,1598.0,0
416,1714.0,0.0,1402.0,13.0,3460.39,3376.1,3415.08,3684.23,132.97,71.54,77.26,150.11,3428.62,3393.38,446.0,Female,student,3.0,24.0,834.0,0
417,5964.0,0.0,501.0,0.0,2084.21,1775.51,1992.59,2909.08,173.83,0.49,108.9,106.48,1873.0,1850.73,447.0,Female,self_employed,3.0,64.0,1020.0,0
420,1335.0,0.0,113.0,13.0,8401.85,8541.27,8143.12,6374.47,1.29,1140.11,130.54,0.29,8463.66,8320.66,450.0,Female,self_employed,3.0,36.0,102.0,0
424,1350.0,0.0,2535.0,31.0,6224.13,6224.13,5672.13,4936.83,0.1,685.81,0.1,0.1,6224.13,5754.9,454.0,Female,self_employed,2.0,40.0,491.0,0
425,5534.0,0.0,44.0,10.0,1405.32,1391.03,1459.26,1333.13,142.96,142.96,271.53,171.53,1327.49,1548.25,455.0,Female,self_employed,2.0,56.0,575.0,0
426,1150.0,3.0,1400.0,14.0,15723.03,22080.18,21021.89,18104.26,786.21,686.21,7143.36,0.5,22412.69,21460.82,456.0,Male,self_employed,2.0,75.0,1647.0,0
428,1276.0,0.0,819.0,31.0,2093.2,2093.2,2093.2,2081.04,0.47,0.47,0.47,0.47,2093.2,2093.2,458.0,Male,self_employed,3.0,63.0,834.0,0
430,4477.0,0.0,195.0,31.0,1843.14,1843.14,1895.9,3027.73,0.39,0.39,0.39,0.39,1843.14,1843.14,460.0,Male,self_employed,2.0,44.0,762.0,0
432,1306.0,0.0,60.0,297.0,1463.67,1463.67,1463.67,1540.99,0.59,0.59,0.59,0.59,1463.67,1463.67,462.0,Male,self_employed,1.0,76.0,1020.0,0
434,2837.0,0.0,101.0,14.0,5160.25,5357.27,4347.68,857.65,43.0,43.0,240.02,0.14,5354.62,5339.3,464.0,Male,self_employed,1.0,78.0,1271.0,0
438,2404.0,0.0,389.0,0.0,4491.79,4420.34,11131.81,1136.89,143.01,10.32,0.11,0.11,4422.8,4411.78,469.0,Female,self_employed,2.0,52.0,169.0,1
439,1158.0,2.0,761.0,21.0,5092.49,5243.9,5118.67,4485.8,150.36,0.36,150.36,0.36,5102.93,5243.9,470.0,Male,self_employed,3.0,40.0,1286.0,0
440,3043.0,0.0,490.0,31.0,4746.58,4395.18,4018.77,4236.46,0.63,0.63,0.63,0.63,4485.26,3609.94,471.0,Female,self_employed,2.0,42.0,1020.0,0
442,562.0,0.0,218.0,84.0,17946.86,17946.86,17939.94,17663.8,0.09,0.09,0.09,0.09,17946.86,17946.86,473.0,Female,salaried,2.0,50.0,623.0,0
444,4242.0,0.0,263.0,0.0,4928.89,1704.3,1776.56,1353.12,6907.4,11147.37,6504.24,6966.43,3832.47,843.81,475.0,Female,self_employed,2.0,47.0,61.0,1
447,930.0,0.0,2793.0,138.0,29.59,2172.45,1532.06,3253.32,0.61,0.61,2143.47,0.61,251.27,2172.45,478.0,Female,student,2.0,26.0,1098.0,1
450,812.0,0.0,1802.0,0.0,3050.77,2407.91,2415.3,1706.57,643.53,0.67,0.67,0.67,2430.08,2407.91,481.0,Male,self_employed,2.0,34.0,171.0,0
452,2264.0,0.0,317.0,18.0,5333.27,3695.91,4508.41,9157.69,1857.2,1857.2,2046.34,1550.06,5585.59,3545.74,483.0,Female,self_employed,1.0,46.0,623.0,0
453,1916.0,0.0,29.0,30.0,2930.15,2273.01,2627.81,2583.37,0.21,1000.21,0.21,485.93,2930.15,2526.46,484.0,Male,self_employed,2.0,34.0,1232.0,0
455,1134.0,0.0,260.0,35.0,619.54,1640.97,1787.34,2170.41,0.14,4285.86,1485.86,4647.14,1169.54,2109.59,486.0,Male,retired,2.0,69.0,334.0,1
457,4423.0,3.0,18.0,10.0,1599.01,1699.01,2691.81,3292.5,848.64,571.5,948.64,2181.07,1461.07,2488.14,488.0,Male,self_employed,3.0,55.0,834.0,0
458,2274.0,0.0,328.0,31.0,9585.21,9585.21,11470.01,13598.36,0.29,0.29,0.29,4143.14,9585.21,11096.73,489.0,Male,salaried,3.0,35.0,1096.0,0
462,391.0,0.0,42.0,31.0,7640.48,7140.48,7260.24,6585.56,0.54,0.54,0.54,0.54,7502.55,7140.48,493.0,Female,self_employed,3.0,39.0,623.0,0
465,2892.0,0.0,1092.0,13.0,2544.52,905.88,3065.57,5404.08,1384.5,26379.42,150.27,26578.5,1940.01,2476.8,496.0,Female,self_employed,2.0,81.0,1096.0,0
466,256.0,0.0,758.0,258.0,6044.34,7660.26,8299.54,4756.15,0.13,0.13,1616.04,5354.44,6857.59,8854.3,497.0,Male,self_employed,2.0,38.0,834.0,1
467,2319.0,0.0,1581.0,20.0,4373.34,3701.91,2560.32,1825.79,1386.04,2857.47,714.61,0.33,4332.45,2503.75,498.0,Female,self_employed,3.0,37.0,656.0,0
469,2581.0,0.0,1136.0,39.0,342.92,5915.56,2993.06,1499.59,0.16,5771.59,5428.73,785.71,1521.01,3053.4,500.0,Male,salaried,3.0,67.0,904.0,1
470,2454.0,0.0,396.0,10.0,8056.14,5362.2,5714.12,7534.0,2857.44,0.3,107.01,56.0,6280.11,5399.61,501.0,Female,salaried,2.0,67.0,491.0,0
474,5826.0,0.0,5.0,168.0,5597.74,5597.74,5468.39,5535.21,0.27,0.27,0.27,0.27,5597.74,5557.74,505.0,Female,self_employed,3.0,64.0,1020.0,0
475,3735.0,0.0,1223.0,31.0,6164.76,6164.76,6164.76,6125.71,0.63,0.63,0.63,0.63,6164.76,6164.76,506.0,Male,self_employed,2.0,90.0,1111.0,0
478,609.0,2.0,1509.0,0.0,9003.08,9121.4,5229.79,5321.52,18167.74,8786.06,11571.77,0.34,7914.41,3765.54,510.0,Male,salaried,3.0,27.0,485.0,0
480,2144.0,0.0,1528.0,28.0,25236.5,136.75,1541.86,347.34,2142.96,0.1,8614.39,0.1,4334.57,136.75,512.0,Male,self_employed,2.0,46.0,1135.0,0
481,2255.0,0.0,1483.0,24.0,1986.9,6915.47,10077.46,17294.77,2142.99,0.13,7071.56,5678.2,5528.77,9766.29,513.0,Male,self_employed,2.0,34.0,995.0,1
483,2158.0,0.0,1909.0,31.0,2616.43,2616.43,2554.98,2568.4,0.53,0.53,0.53,0.53,2616.43,2616.43,515.0,Male,self_employed,3.0,52.0,917.0,0
484,1185.0,0.0,458.0,31.0,1426.08,1426.08,1453.27,1571.57,0.04,0.04,0.04,13.48,1426.08,1434.31,516.0,Female,salaried,3.0,38.0,585.0,0
486,2876.0,0.0,174.0,127.0,87.48,87.48,3524.89,4417.77,0.51,0.51,0.51,8532.34,87.48,1760.74,518.0,Male,retired,1.0,80.0,834.0,1
489,1997.0,0.0,472.0,96.0,2904.66,2904.66,2125.56,1625.03,0.09,0.09,0.09,0.09,2904.66,1695.22,521.0,Male,self_employed,3.0,34.0,623.0,0
491,519.0,0.0,388.0,11.0,1649.67,29.69,2895.22,840.27,1620.63,0.64,0.64,5714.93,700.02,5006.64,524.0,Male,salaried,2.0,35.0,1494.0,0
492,2765.0,0.0,194.0,31.0,4887.92,4887.92,4909.42,4997.88,0.3,0.3,0.3,0.3,4887.92,4887.92,525.0,Female,self_employed,2.0,71.0,724.0,0
493,4605.0,0.0,44.0,129.0,32754.47,31179.84,32202.74,28171.05,0.4,0.4,0.4,2795.06,32320.09,32294.6,527.0,Female,self_employed,2.0,90.0,575.0,0
496,3207.0,0.0,287.0,14.0,1419.36,2304.81,2369.84,2510.85,499.54,175.39,668.81,65.67,2159.97,2309.45,530.0,Male,self_employed,2.0,90.0,409.0,0
497,1944.0,0.0,789.0,259.0,5166.3,5166.3,5166.3,5224.31,0.31,0.31,0.31,0.31,5166.3,5166.3,531.0,Female,self_employed,3.0,66.0,834.0,0
498,2939.0,0.0,41.0,26.0,1762.34,712.73,1546.71,777.33,2710.9,20316.97,0.5,7150.38,1739.2,2531.2,532.0,Male,salaried,2.0,50.0,146.0,0
500,4109.0,0.0,251.0,31.0,2133.95,2133.95,2133.95,2122.51,0.47,0.47,0.47,0.47,2133.95,2133.95,535.0,Female,self_employed,2.0,45.0,1494.0,0
503,6207.0,2.0,202.0,145.0,2263.53,2406.38,2439.7,2293.04,0.69,0.69,286.4,143.54,2312.79,2457.07,539.0,Male,retired,3.0,76.0,1020.0,0
505,1410.0,0.0,2863.0,300.0,6481.67,8274.53,9678.66,15249.17,0.19,0.19,0.19,714.47,7485.12,9805.63,541.0,Male,salaried,2.0,57.0,15.0,0
506,800.0,0.0,104.0,31.0,1829.8,1829.23,1829.33,1808.18,0.57,0.57,0.57,0.57,1829.51,1829.23,542.0,Female,self_employed,2.0,38.0,1232.0,0
509,2204.0,2.0,1007.0,11.0,916.41,216.41,3963.35,2945.66,700.21,0.21,0.21,15474.01,506.07,10634.69,545.0,Female,self_employed,3.0,43.0,1494.0,0
510,576.0,2.0,177.0,32.0,1795.75,3132.72,2196.33,2021.43,0.19,1128.76,1360.19,571.61,2171.91,2393.67,546.0,Male,self_employed,2.0,31.0,665.0,0
513,1746.0,2.0,2140.0,40.0,2410.74,2408.27,2350.0,2205.49,0.07,100.36,0.07,0.07,2408.86,2340.26,549.0,Male,self_employed,2.0,36.0,630.0,0
515,1759.0,2.0,2130.0,6.0,3571.67,96.07,12400.03,1447.65,32441.65,31428.81,43243.96,36586.76,15869.35,7067.04,551.0,Male,self_employed,2.0,29.0,983.0,1
516,3397.0,2.0,203.0,25.0,1421.82,2140.42,2313.8,3194.81,257.57,257.57,700.54,321.37,2014.89,2461.53,553.0,Male,self_employed,2.0,55.0,837.0,0
517,2139.0,0.0,1114.0,31.0,3000.63,2143.49,2080.64,918.95,0.63,0.63,357.77,45.47,3094.31,1813.99,554.0,Female,retired,3.0,73.0,1020.0,0
518,1820.0,1.0,215.0,18.0,4430.07,3179.63,3343.97,2064.3,90.11,0.69,1212.16,1250.84,4282.89,3047.04,555.0,Male,self_employed,2.0,40.0,1262.0,0
519,4734.0,0.0,217.0,137.0,6535.77,5999.91,6577.44,8167.62,0.64,0.64,0.64,0.64,6129.26,6183.14,556.0,Male,self_employed,1.0,49.0,409.0,0
521,1509.0,0.0,279.0,25.0,7911.21,7944.0,8130.32,7093.66,122.89,0.59,0.59,95.5,8018.05,8057.11,558.0,Female,self_employed,2.0,51.0,491.0,1
522,960.0,0.0,3019.0,11.0,1714.66,1568.32,1547.58,1677.19,143.04,143.04,0.19,0.19,1630.92,1501.56,559.0,Female,self_employed,3.0,54.0,737.0,0
523,321.0,0.0,815.0,212.0,4307.37,4378.8,4361.56,4392.68,0.3,0.3,71.73,0.3,4327.08,4378.8,560.0,Male,self_employed,2.0,61.0,1577.0,0
526,2247.0,0.0,628.0,31.0,5238.52,4989.56,4336.33,116.51,0.3,0.3,2608.49,1758.4,5738.11,4556.78,563.0,Male,student,3.0,7.0,146.0,1
527,2336.0,0.0,1601.0,3.0,261.28,6256.85,5344.24,635.18,19.23,0.37,6264.15,3976.2,4483.64,7502.14,564.0,Male,self_employed,3.0,31.0,485.0,1
529,1863.0,0.0,1446.0,6.0,1382.08,1506.79,1602.82,2279.24,23.3,9.71,143.47,0.61,1477.27,1503.27,566.0,Female,retired,2.0,79.0,992.0,0
530,3126.0,0.0,26.0,290.0,2092.82,2092.82,2093.97,2268.4,0.59,0.59,0.59,0.59,2092.82,2092.82,567.0,Female,self_employed,3.0,67.0,1096.0,0
531,5358.0,0.0,36.0,175.0,1761.53,1978.66,1973.67,3364.0,0.14,0.14,0.14,0.14,1963.68,1978.66,568.0,Female,salaried,1.0,37.0,630.0,0
534,1649.0,0.0,1902.0,31.0,31968.23,31968.23,31968.23,31765.72,0.33,0.33,0.33,0.33,31968.23,31968.23,571.0,Female,self_employed,3.0,77.0,740.0,0
539,2998.0,0.0,1220.0,31.0,2914.67,2914.67,2994.69,3421.28,0.59,0.59,0.59,0.59,2914.67,2914.67,576.0,Female,student,2.0,17.0,409.0,0
542,1469.0,0.0,2729.0,58.0,3414.7,4343.27,4545.9,3155.2,0.6,232.34,1072.03,1072.03,3927.02,5165.29,579.0,Female,student,2.0,9.0,146.0,0
543,3094.0,0.0,550.0,100.0,7504.64,8536.6,8301.52,7814.79,0.24,0.24,1039.04,0.24,7838.09,8535.2,580.0,Male,self_employed,3.0,49.0,551.0,0
544,4164.0,0.0,101.0,25.0,5768.51,5163.51,5083.65,3209.49,605.31,605.31,0.31,0.31,5685.07,5085.45,581.0,Female,retired,1.0,75.0,1271.0,0
545,3059.0,0.0,218.0,31.0,10705.61,11983.97,11656.49,11592.68,0.26,0.26,1714.54,1143.11,10976.8,11983.67,582.0,Male,salaried,2.0,62.0,531.0,0
548,193.0,0.0,127.0,154.0,8148.84,9638.01,9574.97,11836.12,0.04,0.04,1474.93,14.33,9427.69,9644.93,586.0,Male,self_employed,1.0,67.0,745.0,1
549,1733.0,0.0,1438.0,258.0,1433.7,1433.7,1463.66,1641.37,0.67,0.67,0.67,0.67,1433.7,1433.7,587.0,Female,self_employed,2.0,28.0,834.0,0
551,2258.0,0.0,140.0,26.0,1945.45,1932.52,3923.38,4676.79,4307.31,0.53,4665.0,8948.96,2621.42,3382.32,589.0,Male,salaried,2.0,48.0,146.0,0
555,5339.0,0.0,93.0,5.0,1991.37,4961.58,2123.24,2776.17,0.48,4.05,1256.0,539.1,2694.0,2610.88,593.0,Male,salaried,2.0,70.0,491.0,0
559,417.0,0.0,676.0,13.0,1428.61,556.93,2988.33,161.26,2857.19,1082.39,15714.33,19285.76,3573.45,3989.48,597.0,Female,self_employed,2.0,36.0,334.0,0
560,3280.0,0.0,193.0,68.0,3767.07,4302.76,4228.02,2827.0,0.09,0.09,353.0,166.6,4075.86,4445.4,598.0,Female,self_employed,3.0,52.0,409.0,0
561,595.0,0.0,2628.0,56.0,3064.37,3832.76,3445.8,2979.12,0.39,243.24,531.55,0.39,3173.86,3684.93,600.0,Male,salaried,3.0,34.0,815.0,0
563,2752.0,1.0,985.0,14.0,706.56,4706.96,3910.18,2327.51,1986.0,4551.71,271.71,1408.86,2976.25,4690.19,602.0,Male,salaried,2.0,29.0,1275.0,1
